cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,uid,cms_segid,cms_group_id,final_gender_code,age_level,pvalue_level,shopping_level,occupation,new_user_class_level,mid,cate_id,campaign_id,customer,brand,price,pid,target
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,1,4826,12544,12544,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,4385,5945,4385,4385,6407,377472,273009,273009,188059,415954,415954,211252,363837,11336,198663,211252,415954,415954,31106,273009,273009,297999,273009,188059,254331,273009,273009,188059,188059,138554,188059,188059,188059,273009,273009,389719,188059,320176,188059,188059,445401,45996,273009,273009,235386,252797,359946,453732,188059,359095,45996,224985,273009,273009,59142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000578,0,9,1,3,2,3,0,0,656901,4505,337326,118715,0,0.9923417301413987,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6423,6261,6261,4292,6261,6735,6735,6426,6427,5479,5479,5479,5166,5166,5166,5166,5166,5166,5166,5166,5166,5166,10642,334,6261,6261,6261,6261,6261,6261,6261,6261,6261,6261,6261,6261,6261,6261,6735,6735,6735,6261,6261,6261,6261,6261,6261,6261,4292,6261,260979,305148,305148,258439,89859,2505,88149,20767,2222,291715,148242,148242,410830,410830,410830,410830,410830,410830,410830,410830,410830,410830,383946,317435,390697,247789,190115,190115,190115,327439,327439,327439,327439,327439,327439,327439,190115,259642,129229,129229,129229,327439,327439,327439,327439,327439,327439,327439,220064,36412,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000599,0,5,2,5,0,2,0,0,678409,4292,225690,106993,419304,0.9986227742328257,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1648,5756,12382,1694,12388,1663,5756,5756,5756,12435,12435,12435,5756,12387,6172,12248,12396,12250,12252,12250,1663,1668,1663,12250,1663,1668,5756,1642,12250,1936,12388,1642,12396,6172,6172,5756,1672,12248,12248,5539,4505,4505,4505,4505,12247,4520,4847,7340,7340,7214,457216,414148,376896,306405,341588,214268,250810,250810,250810,289293,289293,289293,250810,343181,354442,314389,381121,448734,345135,448734,432465,330493,432465,270680,432465,185642,199134,239326,316455,448734,376896,303910,49846,327671,330493,304123,340310,39434,455854,22641,89745,89745,89745,89745,417898,207800,206560,186516,270147,235358,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000605,0,2,2,2,0,3,0,2,472431,6261,250467,203996,0,0.9968466647335624,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1648,5756,12382,1694,12388,1663,5756,5756,5756,12435,12435,12435,5756,12387,6172,12248,12396,12250,12252,12250,1663,1668,1663,12250,1663,1668,5756,1642,12250,1936,12388,1642,12396,6172,6172,5756,1672,12248,12248,5539,4505,4505,4505,4505,12247,4520,4847,7340,7340,7214,457216,414148,376896,306405,341588,214268,250810,250810,250810,289293,289293,289293,250810,343181,354442,314389,381121,448734,345135,448734,432465,330493,432465,270680,432465,185642,199134,239326,316455,448734,376896,303910,49846,327671,330493,304123,340310,39434,455854,22641,89745,89745,89745,89745,417898,207800,206560,186516,270147,235358,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000605,0,2,2,2,0,3,0,2,747625,4520,77047,156897,0,0.98971260954681,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,4290,6421,6421,6421,6421,6421,6421,6421,1665,1665,1665,6261,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,355270,180598,235358,269810,269810,269810,269810,269810,269810,269810,107904,107904,107904,410895,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000614,8,2,2,2,2,3,0,4,811642,1665,366808,25728,0,0.9955697733010762,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,4290,6421,6421,6421,6421,6421,6421,6421,1665,1665,1665,6261,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,305148,355270,180598,235358,269810,269810,269810,269810,269810,269810,269810,107904,107904,107904,410895,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000614,8,2,2,2,2,3,0,4,470712,6261,394022,48383,104467,0.9995959952906808,0,0
2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6406,6406,6423,1285,1285,5063,5013,6423,6423,6423,6423,6423,5013,6423,5166,5166,4281,4281,4281,4281,4281,562,562,562,562,562,562,562,7205,7205,5944,5944,5944,5944,4445,6421,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4488,7205,4282,4282,129824,129824,39455,261285,261285,374870,235532,373762,373762,373762,373762,373762,235532,11413,446395,338719,360760,360760,360760,360760,360760,196677,196677,196677,196677,196677,196677,196677,419706,419706,15563,15563,15563,15563,41340,224610,360760,360760,360760,360760,360760,360760,360760,360760,360760,360760,364254,12689,128071,326832,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000634,0,3,2,3,0,3,0,3,242703,4286,49468,116618,315340,0.9993188900112959,1,0
1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,183,531,531,2468,2468,2468,2468,2468,2468,6261,4526,6939,6939,6939,6939,6939,6939,6939,6939,6939,6939,6939,6939,6939,6939,6939,6939,6939,6939,6939,6939,6939,6939,6939,6939,6939,7340,6939,6939,6939,6939,6939,6939,6939,6939,6939,6939,6939,6939,6939,436488,303556,303556,303556,303556,303556,303556,303556,303556,153954,335730,449039,449039,449039,449039,449039,449039,449039,449039,449039,449039,449039,449039,449039,449039,449039,14303,254327,449039,449039,449039,449039,449039,449039,449039,449039,235358,15735,15735,15735,15735,15735,15735,15735,15735,15735,15735,15735,15735,15735,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100067,0,3,2,3,0,3,0,2,115922,6939,30360,49674,116514,0.9966470031443223,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,6246,6246,6246,6246,6246,6246,6246,6246,6246,8959,8076,6432,6432,6246,6246,6432,6246,11087,5851,5932,4841,6864,6423,6423,6872,6872,6873,6882,6882,11236,11236,11236,11236,11236,11236,11236,11236,11236,11236,11236,4791,6107,6107,7968,6864,6864,6872,6872,6872,6872,92154,92154,92154,32611,250879,250879,250879,250879,35483,235358,60506,289225,289225,250879,250879,353723,250879,416078,223684,416078,267723,436562,253841,253841,316628,316628,130134,180956,180956,46566,46566,46566,46566,46566,46566,46566,46566,46566,46566,46566,182401,403948,403948,415177,242260,359705,294552,294552,294552,316628,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000683,0,3,2,3,0,3,0,4,621597,6246,99059,131460,108552,0.997119253518077,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4633,4633,6617,4564,4564,6806,7146,849,4278,6807,4505,3582,771,4633,4385,6806,6281,7208,7208,6291,2628,4633,771,6806,6806,6806,2628,4385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134790,136609,78038,188059,188059,191837,238745,436251,14983,220819,173706,14983,132827,134790,282313,284368,27422,271948,271948,188059,446209,331253,68507,258665,191837,258665,328752,300041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000697,0,9,1,3,0,2,0,0,392046,2628,271077,210157,188059,0.9973065244994167,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,6427,6427,6427,6427,6427,6427,6427,6427,6427,6426,6426,6427,4282,4282,4282,6427,6427,6427,6427,6427,6427,6427,6427,6427,6427,6427,6427,6427,6427,6427,6427,6427,6427,6427,6426,6426,6426,6427,6427,6427,6427,6427,6427,6427,6427,6427,6427,6427,4281,5158,389981,417107,389981,389981,389981,389981,389981,338062,370418,379950,279133,382908,413360,106054,106054,68422,33745,33745,33745,33745,33745,33745,293023,293023,293023,408354,408354,408354,408354,408354,408354,408354,408354,408354,33745,33745,33745,33745,33745,33745,33745,33745,33745,33745,33745,33745,33745,33745,247789,222644,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100071,44,5,2,5,2,3,0,2,707770,4281,132130,10535,0,0.9964759855915253,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,6977,6977,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,6843,6843,6843,6843,6843,4284,4284,4284,4284,4284,4284,1226,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,101201,101201,132922,132922,132922,132922,132922,132922,132922,132922,132922,132922,132922,132922,132922,132922,132922,132922,132922,132922,132922,132922,132922,132922,279253,279253,279253,279253,279253,132922,132922,132922,132922,132922,132922,88736,132922,132922,132922,132922,132922,132922,132922,132922,132922,132922,132922,132922,132922,132922,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000716,0,3,2,3,0,3,0,3,840888,4281,279137,236381,260362,0.9955312011049653,1,0
1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1102,6251,6251,6251,6251,6251,6251,6420,775,6261,6261,6261,4521,4521,4521,4521,4521,4521,4521,4521,4521,4520,4283,1665,1665,6261,6183,6261,6261,7228,7228,7228,7228,5539,4521,4520,4521,4279,4521,4521,4521,4520,6261,6261,1665,1665,1665,1665,1665,6261,39596,39596,39596,39596,39596,39596,39596,39596,39596,66102,77147,234846,102388,97000,102388,102388,102388,102388,102388,102388,102388,237713,379728,239421,234846,247032,458076,249390,260834,75786,75786,75786,75786,264804,138812,138812,138812,44422,93751,197459,249390,249390,178573,55799,105308,105308,105308,105308,105308,163428,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000742,34,4,2,4,2,3,0,3,832051,1665,136030,14567,105308,0.9986227742328257,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,1612,1612,6426,6426,4281,6261,562,6261,6261,8248,8248,8248,8248,8248,8248,8248,6426,6426,6427,6427,4281,6426,6343,6343,6426,6426,6343,7636,7636,7636,443188,223467,223467,442951,209121,187952,223467,443188,251140,252861,355606,442964,223467,223467,443188,443188,443188,443188,223467,223467,443634,236014,384927,645,234846,55642,76298,97122,112221,238634,238634,221131,221131,281870,281870,281870,287967,114404,338969,338969,234846,342533,323548,384459,342533,420211,93101,331223,331223,331223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000748,17,3,2,3,1,3,0,3,819177,4282,352747,13787,0,0.9998696344765801,1,0
1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4314,4315,4315,4315,4315,4315,4315,4315,1226,6932,74175,74175,74175,74175,397052,324979,324979,324979,324979,324979,324979,457934,324979,324979,324979,324979,324979,324979,324979,324979,324979,324979,324979,324979,324979,324979,324979,324979,324979,324979,194057,194057,194057,194057,194057,194057,194057,194057,194057,187924,76705,194057,194057,194057,194057,194057,194057,194057,396221,18593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000757,5,2,2,2,1,3,1,3,760086,6261,376430,66790,146115,0.9812118260357461,1,0
1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,6621,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4314,4315,4315,4315,4315,4315,4315,4315,1226,6932,74175,74175,74175,74175,397052,324979,324979,324979,324979,324979,324979,457934,324979,324979,324979,324979,324979,324979,324979,324979,324979,324979,324979,324979,324979,324979,324979,324979,324979,324979,194057,194057,194057,194057,194057,194057,194057,194057,194057,187924,76705,194057,194057,194057,194057,194057,194057,194057,396221,18593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000757,5,2,2,2,1,3,1,3,282805,6172,396073,37168,429609,0.9686865803012444,1,0
3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,5751,5751,5751,5751,5751,5751,5920,5920,5920,5920,9455,251,251,251,251,6421,6421,6421,5751,5751,5751,5751,5833,6736,6736,6736,6736,6736,6736,6736,6736,6736,6736,6736,6736,6736,6736,6736,6736,6736,6736,6736,6736,6736,6421,6421,6421,6421,6421,6421,242968,242968,242968,242968,242968,242968,322580,322580,322580,322580,394849,269943,269943,269943,269943,454724,269810,332887,442193,442193,242968,242968,182914,247789,247789,247789,247789,247789,247789,247789,247789,247789,247789,247789,247789,247789,247789,247789,247789,247789,223790,98715,247789,82794,183889,183889,311647,311647,269810,269810,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000818,0,4,2,4,0,3,0,1,545261,6736,361486,95190,256723,0.9971371789022266,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1079,11089,11089,6512,6512,4283,4283,6952,4283,4283,4283,4283,4283,6512,6512,6512,6512,6512,6512,6512,4283,4521,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4520,4283,125959,247521,247521,401819,401819,420618,420618,304642,342977,342977,342977,342977,342977,401819,401819,401819,401819,401819,401819,196730,449824,439655,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,258215,360079,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000828,0,4,2,4,0,3,0,3,126530,4521,74311,153758,271909,0.98971260954681,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1079,11089,11089,6512,6512,4283,4283,6952,4283,4283,4283,4283,4283,6512,6512,6512,6512,6512,6512,6512,4283,4521,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4520,4283,125959,247521,247521,401819,401819,420618,420618,304642,342977,342977,342977,342977,342977,401819,401819,401819,401819,401819,401819,196730,449824,439655,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,316159,258215,360079,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000828,0,4,2,4,0,3,0,3,410969,4521,61658,138286,422789,0.9924450795928946,1,0
